Age,Gender,Annual Income,Number of Dependents,Education Level,Health Score,Location,Policy Type,Active Policy days,Previous Claims,Credit Score,Insurance Duration,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
38.0,Male,72407.0,,Bachelor's,30.83538608250485,Urban,Basic,1446,3.0,465.0,7.0,Poor,No,Monthly,House,1162.0
64.0,Female,2668.0,4.0,Master's,,Suburban,Basic,1322,0.0,823.0,5.0,Average,No,Weekly,Apartment,994.0
32.0,Female,2978.0,1.0,PhD,45.72634475403825,Urban,Comprehensive,1811,0.0,312.0,6.0,Good,No,Rarely,Apartment,45.0
30.0,Female,16297.0,2.0,PhD,8.947990297824623,Suburban,Basic,1341,0.0,,9.0,Good,Yes,Monthly,House,2036.0
45.0,Male,23936.0,4.0,PhD,28.377217946121696,Suburban,Premium,469,0.0,706.0,7.0,Good,No,Weekly,Apartment,1159.0
50.0,Female,,2.0,High School,35.166595688004854,Suburban,Comprehensive,417,2.0,438.0,6.0,Poor,Yes,Rarely,Condo,988.0
20.0,Male,37786.0,1.0,Bachelor's,28.879243237937143,Urban,Basic,115,0.0,723.0,3.0,Average,No,Monthly,Apartment,38.0
58.0,Female,3277.0,4.0,Bachelor's,18.849451486581508,Rural,Premium,1199,1.0,323.0,2.0,Good,No,Daily,Apartment,248.0
28.0,Male,,0.0,Master's,16.819112150445246,Rural,Basic,1215,0.0,404.0,3.0,Average,No,Rarely,House,1307.0
31.0,Female,63614.0,1.0,Master's,23.739710839552004,Rural,Premium,222,1.0,454.0,3.0,Average,No,Weekly,House,1561.0
36.0,Male,10963.0,0.0,Master's,22.819098731628863,Suburban,Basic,1645,0.0,807.0,6.0,Good,No,Daily,Apartment,221.0
61.0,Male,38584.0,4.0,Bachelor's,43.38386466038013,Rural,Basic,315,1.0,487.0,7.0,Poor,Yes,Daily,Condo,3325.0
25.0,Male,8293.0,4.0,High School,28.180632914126992,Urban,Basic,495,1.0,613.0,7.0,Average,No,Weekly,House,439.0
49.0,Male,18382.0,4.0,Bachelor's,17.984827554503145,Rural,Basic,334,0.0,641.0,9.0,Poor,No,Weekly,Condo,45.0
32.0,Female,2108.0,4.0,Bachelor's,11.793973771121758,Urban,Premium,272,2.0,557.0,9.0,Poor,No,Monthly,Apartment,1388.0
46.0,Female,2456.0,3.0,High School,30.819489931295287,Urban,Comprehensive,1890,1.0,528.0,5.0,Good,No,Daily,House,1442.0
48.0,Female,1267.0,3.0,Bachelor's,35.29573130454525,Suburban,Comprehensive,1924,2.0,628.0,8.0,Poor,No,Rarely,House,790.0
23.0,Female,10517.0,2.0,Master's,24.770099217969847,Suburban,Basic,667,0.0,566.0,5.0,Good,No,Monthly,Condo,650.0
43.0,Male,52774.0,1.0,PhD,19.09848398262388,Suburban,Basic,1329,3.0,563.0,9.0,Average,No,Weekly,Apartment,37.0
25.0,Male,45929.0,2.0,High School,12.484560957192546,Rural,Basic,1817,0.0,803.0,9.0,Good,No,Weekly,Condo,1157.0
32.0,Male,76577.0,1.0,PhD,39.82365168138029,Rural,Comprehensive,1006,0.0,469.0,8.0,Good,Yes,Rarely,Apartment,3361.0
55.0,Male,30593.0,1.0,Bachelor's,38.81217878065886,Suburban,Comprehensive,1471,0.0,687.0,2.0,Poor,Yes,Monthly,Apartment,788.0
26.0,Female,1134.0,2.0,Master's,25.71031726152557,Suburban,Comprehensive,1504,1.0,321.0,6.0,Poor,No,Monthly,Apartment,810.0
36.0,Female,34211.0,1.0,Master's,25.569830399636583,Rural,Premium,897,1.0,588.0,7.0,Poor,No,Rarely,House,1167.0
37.0,Male,37060.0,2.0,PhD,26.95495701157477,Suburban,Basic,1748,0.0,708.0,2.0,Good,No,Monthly,Condo,137.0
37.0,Male,44393.0,1.0,PhD,18.84713793859097,Urban,Basic,951,0.0,810.0,2.0,Good,Yes,Monthly,House,641.0
32.0,Female,28981.0,3.0,Master's,22.75963596977788,Rural,Premium,334,0.0,779.0,3.0,,Yes,Daily,House,3167.0
46.0,Female,45480.0,0.0,High School,26.83901481949698,Suburban,Comprehensive,450,0.0,821.0,2.0,Average,No,Daily,Condo,29.0
58.0,Male,36952.0,2.0,Master's,42.93627969224374,Rural,Comprehensive,856,3.0,,8.0,Average,No,Weekly,House,1086.0
24.0,Female,7852.0,0.0,Master's,32.45408134969712,Suburban,Premium,290,0.0,706.0,6.0,Average,No,Daily,Condo,1847.0
25.0,Female,72456.0,2.0,Master's,11.403372319404236,Suburban,Comprehensive,1122,3.0,748.0,9.0,Average,No,Daily,Condo,2054.0
29.0,Male,47161.0,0.0,Master's,45.6383606556361,Suburban,Premium,1788,0.0,491.0,5.0,Good,Yes,Rarely,House,2480.0
48.0,Male,94877.0,3.0,Master's,11.567701733715072,Suburban,Basic,1881,2.0,,1.0,Average,Yes,Daily,Apartment,2131.0
30.0,Male,15862.0,3.0,High School,,Rural,Comprehensive,847,0.0,,9.0,Poor,No,Daily,Apartment,1320.0
35.0,Male,17121.0,1.0,PhD,31.8456788003065,Urban,Comprehensive,1921,0.0,489.0,8.0,Poor,No,Rarely,House,1524.0
52.0,Male,139880.0,0.0,Master's,38.92865396097197,Urban,Basic,1753,3.0,429.0,3.0,Average,No,Weekly,House,2558.0
56.0,Male,43782.0,0.0,High School,25.882982757390536,Suburban,Basic,785,0.0,805.0,8.0,Good,Yes,Rarely,Condo,342.0
61.0,Male,,,High School,17.43392869435078,Suburban,Comprehensive,545,0.0,381.0,6.0,Poor,No,Daily,Condo,584.0
62.0,Female,34757.0,0.0,High School,34.93695320344476,Suburban,Basic,1783,0.0,507.0,2.0,Average,Yes,Monthly,Apartment,514.0
20.0,Male,44379.0,2.0,Bachelor's,36.09566742755739,Rural,Comprehensive,383,0.0,808.0,1.0,,No,Monthly,Condo,954.0
,Female,19394.0,4.0,Master's,30.89280160475826,Rural,Basic,1085,1.0,751.0,3.0,Average,No,Rarely,House,753.0
51.0,Male,43787.0,4.0,PhD,31.826107777841983,Rural,Comprehensive,1311,0.0,639.0,6.0,Good,No,Rarely,Condo,721.0
55.0,Female,44385.0,3.0,PhD,22.8590468197164,Suburban,Comprehensive,674,0.0,360.0,7.0,Poor,Yes,Monthly,House,1122.0
45.0,Male,27680.0,3.0,High School,29.6838014113338,Suburban,Basic,1617,0.0,626.0,9.0,Poor,Yes,Daily,House,994.0
61.0,Female,15921.0,,PhD,4.502576767886042,Suburban,Comprehensive,633,2.0,556.0,7.0,Poor,No,Weekly,Condo,2360.0
19.0,Male,23856.0,2.0,Bachelor's,37.599978543665216,Suburban,Premium,813,0.0,690.0,3.0,Good,No,Weekly,Apartment,2268.0
56.0,Female,39594.0,1.0,PhD,19.796094178750707,Rural,Comprehensive,1915,0.0,520.0,9.0,Good,Yes,Rarely,House,20.0
54.0,Male,15401.0,0.0,PhD,14.01451058518839,Suburban,Premium,634,3.0,834.0,8.0,Average,No,Monthly,House,518.0
37.0,Female,17579.0,1.0,PhD,9.23191020735143,Suburban,Comprehensive,614,0.0,552.0,1.0,,No,Weekly,House,687.0
18.0,Male,28883.0,1.0,Master's,36.01952610698152,Rural,Premium,1848,2.0,,6.0,Average,Yes,Monthly,House,110.0
43.0,Female,7104.0,1.0,PhD,35.6538866195927,Suburban,Comprehensive,1826,0.0,588.0,1.0,Average,Yes,Rarely,Apartment,588.0
58.0,Female,121267.0,4.0,Bachelor's,22.18093509696875,Suburban,Comprehensive,341,0.0,452.0,7.0,Average,Yes,Rarely,House,2847.0
64.0,Male,30521.0,4.0,High School,39.64542043811191,Suburban,Premium,995,0.0,308.0,5.0,Average,No,Rarely,Apartment,1650.0
41.0,Male,,3.0,PhD,31.121849603245654,Urban,Basic,1886,0.0,,6.0,Average,No,Rarely,House,382.0
42.0,Male,33506.0,2.0,High School,38.98272574453756,Rural,Basic,422,2.0,554.0,5.0,Good,Yes,Monthly,Condo,446.0
18.0,Male,72648.0,,High School,49.74929537303522,Suburban,Comprehensive,730,0.0,736.0,8.0,Average,Yes,Weekly,Condo,2321.0
29.0,Female,25897.0,1.0,High School,14.154619558291165,Rural,Comprehensive,1286,0.0,571.0,2.0,Good,Yes,Daily,Condo,991.0
58.0,Female,1101.0,4.0,High School,24.78357854123893,Rural,Comprehensive,1673,0.0,349.0,7.0,Poor,No,Monthly,House,565.0
19.0,Female,,4.0,Master's,34.93538117920759,Suburban,Comprehensive,285,0.0,434.0,8.0,Average,Yes,Weekly,Apartment,705.0
25.0,Male,38322.0,2.0,Bachelor's,20.416617092164863,Rural,Basic,1225,1.0,724.0,7.0,Good,Yes,Weekly,House,285.0
33.0,Male,43970.0,1.0,High School,24.75854025163746,Rural,Basic,382,0.0,578.0,4.0,Poor,No,Rarely,Apartment,661.0
49.0,Male,29061.0,4.0,Bachelor's,46.93820139005408,Rural,Comprehensive,1771,0.0,593.0,7.0,Average,No,Monthly,House,1037.0
18.0,Male,115967.0,4.0,Bachelor's,36.9183059606929,Urban,Comprehensive,1150,3.0,471.0,8.0,Average,Yes,Daily,House,2145.0
21.0,Male,27300.0,3.0,Bachelor's,18.44009675716493,Urban,Premium,638,2.0,493.0,8.0,,No,Daily,House,1711.0
24.0,Female,477.0,,Master's,25.595800985371863,Rural,Basic,1413,0.0,699.0,2.0,Good,No,Daily,Apartment,2472.0
48.0,Male,26776.0,0.0,Master's,8.91380435068801,Suburban,Basic,1895,1.0,315.0,9.0,Poor,No,Weekly,Condo,721.0
55.0,Female,61917.0,3.0,PhD,,Suburban,Comprehensive,1581,1.0,393.0,9.0,Poor,No,Rarely,Apartment,542.0
23.0,Male,5854.0,2.0,Bachelor's,46.717805328352576,Rural,Basic,1151,1.0,705.0,9.0,Good,No,Weekly,Apartment,724.0
28.0,Female,38426.0,3.0,PhD,12.914471505144324,Suburban,Basic,606,1.0,629.0,1.0,Average,No,Monthly,Condo,513.0
58.0,Male,9071.0,2.0,High School,42.72335138069807,Urban,Basic,1869,2.0,795.0,7.0,Good,No,Daily,Apartment,815.0
46.0,Female,5877.0,4.0,Bachelor's,11.002625654727154,Suburban,Comprehensive,614,0.0,814.0,1.0,,No,Weekly,Condo,1425.0
20.0,Male,80115.0,4.0,PhD,22.94868780490961,Rural,Basic,1051,0.0,690.0,3.0,Average,Yes,Monthly,Apartment,365.0
48.0,Male,38729.0,4.0,PhD,13.394314217385505,Rural,Comprehensive,1776,0.0,,3.0,Good,No,Weekly,Apartment,634.0
52.0,Female,89846.0,0.0,PhD,7.264483140138452,Suburban,Premium,1088,0.0,449.0,3.0,Good,No,Weekly,House,1543.0
32.0,Male,11743.0,4.0,Master's,8.938148991594653,Rural,Basic,610,0.0,602.0,9.0,Poor,Yes,Rarely,Apartment,1341.0
64.0,Male,1160.0,1.0,High School,16.28602671022277,Rural,Comprehensive,1090,3.0,671.0,8.0,,No,Weekly,Condo,1705.0
62.0,Female,20997.0,1.0,PhD,13.988078506073512,Urban,Premium,1216,0.0,535.0,4.0,Average,No,Weekly,Apartment,784.0
63.0,Female,39087.0,1.0,PhD,45.25944545560992,Rural,Basic,1910,0.0,693.0,9.0,Poor,Yes,Weekly,Condo,1071.0
38.0,Female,5914.0,4.0,High School,45.37395897285088,Suburban,Basic,1478,1.0,628.0,9.0,Average,Yes,Daily,Apartment,1233.0
34.0,Female,7078.0,3.0,High School,12.959215477554404,Rural,Basic,1406,0.0,731.0,2.0,Average,No,Weekly,Apartment,1037.0
24.0,Male,,1.0,PhD,26.59408877183831,Urban,Basic,1372,0.0,492.0,3.0,Good,Yes,Daily,Condo,34.0
28.0,Female,21913.0,4.0,High School,28.184700341014405,Urban,Comprehensive,435,0.0,354.0,7.0,Good,Yes,Daily,House,1999.0
62.0,Male,18644.0,1.0,High School,7.923352765803658,Suburban,Comprehensive,965,1.0,812.0,9.0,Good,No,Daily,Apartment,1583.0
26.0,Male,664.0,4.0,PhD,19.75952258880441,Rural,Comprehensive,1869,2.0,574.0,3.0,Good,No,Rarely,House,774.0
55.0,Female,29069.0,1.0,High School,35.89500728507973,Suburban,Premium,1535,1.0,633.0,2.0,Average,No,Weekly,Apartment,1048.0
29.0,Female,35966.0,1.0,PhD,41.65138540625289,Urban,Comprehensive,864,1.0,491.0,8.0,Good,Yes,Daily,Apartment,313.0
54.0,Male,8072.0,,Master's,17.7868961211402,Suburban,Premium,1562,1.0,749.0,8.0,Poor,Yes,Monthly,Condo,1022.0
28.0,Male,26791.0,2.0,Master's,11.081280693591864,Urban,Premium,1239,0.0,834.0,1.0,Good,Yes,Weekly,House,213.0
41.0,Female,87573.0,,Bachelor's,22.0562188593101,Rural,Comprehensive,409,1.0,324.0,6.0,Average,Yes,Monthly,Condo,726.0
54.0,Male,3431.0,2.0,PhD,31.704477843965808,Urban,Premium,1529,2.0,642.0,4.0,Average,Yes,Daily,House,25.0
61.0,Male,43947.0,3.0,PhD,26.20843836926144,Suburban,Basic,1092,1.0,,5.0,Poor,Yes,Daily,House,1397.0
51.0,Male,935.0,1.0,High School,,Suburban,Basic,989,1.0,493.0,9.0,Average,No,Daily,Apartment,713.0
40.0,Female,103892.0,,Master's,9.951502648750653,Suburban,Basic,896,0.0,,2.0,Poor,Yes,Weekly,House,257.0
38.0,Male,39764.0,1.0,High School,32.934606148747264,Rural,Comprehensive,262,0.0,591.0,9.0,Good,No,Weekly,Apartment,28.0
21.0,Female,35796.0,1.0,Master's,35.7378569043453,Rural,Premium,677,0.0,618.0,7.0,Poor,Yes,Rarely,House,703.0
63.0,Male,83395.0,,Bachelor's,16.83480869548814,Rural,Basic,663,1.0,759.0,7.0,,No,Rarely,House,2291.0
40.0,Male,18023.0,0.0,PhD,11.27350738270914,Urban,Basic,493,1.0,496.0,3.0,Poor,No,Weekly,Condo,1196.0
63.0,Male,57714.0,3.0,Bachelor's,24.727324598561243,Suburban,Basic,962,2.0,688.0,7.0,Good,No,Monthly,House,125.0
25.0,Female,2683.0,4.0,Bachelor's,47.729475477310274,Suburban,Basic,1917,2.0,,5.0,Average,No,Monthly,House,2882.0
31.0,Female,62842.0,1.0,Bachelor's,,Urban,Premium,683,0.0,523.0,9.0,Good,No,Monthly,Apartment,2193.0
32.0,Male,17704.0,3.0,High School,5.039852566248508,Rural,Comprehensive,375,0.0,392.0,8.0,Poor,No,Monthly,Apartment,702.0
25.0,Male,27961.0,4.0,Master's,50.36807577557999,Suburban,Premium,422,0.0,566.0,6.0,Average,Yes,Rarely,House,1534.0
49.0,Female,37156.0,1.0,PhD,11.90326121937841,Suburban,Basic,143,0.0,793.0,4.0,Good,No,Daily,Apartment,466.0
47.0,Female,20861.0,4.0,Master's,30.97795307367288,Urban,Premium,1141,0.0,478.0,6.0,Poor,No,Monthly,Condo,1206.0
35.0,Female,69854.0,3.0,High School,6.010853225924848,Rural,Basic,652,1.0,448.0,5.0,Good,No,Monthly,Apartment,2289.0
36.0,Female,14084.0,0.0,High School,26.92266997595213,Suburban,Premium,1014,1.0,518.0,1.0,Good,No,Weekly,Apartment,710.0
51.0,Male,97003.0,0.0,PhD,11.9191176847871,Urban,Comprehensive,751,1.0,359.0,9.0,Good,Yes,Rarely,Apartment,1728.0
44.0,Male,103428.0,0.0,Bachelor's,28.997048195568464,Urban,Comprehensive,1018,2.0,391.0,6.0,Good,No,Daily,Condo,498.0
45.0,Male,7053.0,2.0,High School,48.84523307584378,Suburban,Basic,499,0.0,538.0,1.0,Poor,Yes,Weekly,House,1763.0
46.0,Male,61277.0,3.0,PhD,,Suburban,Basic,791,0.0,449.0,5.0,Good,Yes,Monthly,Condo,763.0
21.0,Male,15123.0,3.0,Master's,,Urban,Comprehensive,1400,0.0,584.0,4.0,Poor,Yes,Rarely,House,583.0
41.0,Female,2310.0,0.0,High School,24.816704271917693,Urban,Basic,1020,3.0,714.0,2.0,Good,Yes,Daily,Apartment,1479.0
49.0,Female,15282.0,4.0,High School,,Rural,Comprehensive,1347,0.0,409.0,3.0,Average,No,Rarely,Condo,1245.0
32.0,Female,145935.0,3.0,Master's,42.45891531412776,Urban,Basic,1006,0.0,446.0,2.0,Poor,Yes,Daily,Apartment,25.0
53.0,Female,39042.0,,High School,29.18743393769001,Suburban,Comprehensive,737,1.0,846.0,6.0,Average,No,Monthly,Condo,1645.0
18.0,Male,33538.0,3.0,Bachelor's,31.009718747367053,Rural,Basic,1040,0.0,818.0,6.0,Good,No,Monthly,Condo,215.0
,Female,34390.0,2.0,PhD,22.822984793602725,Rural,Comprehensive,1398,0.0,581.0,4.0,Good,Yes,Weekly,House,740.0
64.0,Female,52977.0,0.0,High School,26.96733423926528,Suburban,Comprehensive,1391,2.0,699.0,7.0,Good,Yes,Rarely,Apartment,252.0
26.0,Female,1807.0,,High School,32.99700687186545,Suburban,Comprehensive,530,2.0,786.0,5.0,Poor,No,Daily,House,1845.0
44.0,Female,,1.0,High School,30.90790138089868,Rural,Premium,515,1.0,761.0,5.0,Good,Yes,Rarely,Condo,382.0
30.0,Female,16127.0,4.0,Master's,8.868755498667259,Suburban,Comprehensive,1554,1.0,419.0,2.0,Good,Yes,Weekly,House,655.0
45.0,Male,45388.0,2.0,PhD,21.9287523571427,Suburban,Comprehensive,1449,1.0,757.0,1.0,Average,Yes,Monthly,Apartment,645.0
55.0,Male,89691.0,2.0,PhD,21.696574639376315,Rural,Premium,688,1.0,320.0,5.0,Poor,No,Weekly,Condo,1015.0
25.0,Female,79892.0,1.0,Master's,27.14331614966422,Suburban,Basic,1576,0.0,491.0,2.0,Poor,Yes,Monthly,Condo,119.0
45.0,Female,24607.0,1.0,PhD,34.47956246435383,Suburban,Premium,1726,0.0,662.0,7.0,Average,No,Daily,Apartment,805.0
38.0,Female,2576.0,1.0,PhD,4.319713129771855,Rural,Basic,1372,2.0,649.0,5.0,Average,Yes,Daily,Apartment,719.0
27.0,Male,38662.0,,High School,37.16177569800956,Urban,Basic,1400,3.0,685.0,8.0,Good,Yes,Weekly,House,1313.0
64.0,Male,103749.0,1.0,PhD,16.886716248043502,Suburban,Comprehensive,149,0.0,576.0,4.0,Good,No,Rarely,House,48.0
47.0,Female,17079.0,0.0,High School,24.90793857884809,Rural,Comprehensive,1480,0.0,668.0,6.0,Average,Yes,Daily,Apartment,531.0
34.0,Male,1159.0,3.0,Bachelor's,26.25019994269292,Rural,Premium,208,2.0,519.0,8.0,Average,Yes,Weekly,House,438.0
25.0,Male,47935.0,0.0,Bachelor's,27.92988458895644,Suburban,Basic,1357,0.0,434.0,8.0,Good,Yes,Daily,Apartment,1063.0
58.0,Male,37374.0,1.0,PhD,27.551745855154675,Urban,Premium,554,2.0,672.0,6.0,Average,Yes,Daily,House,1726.0
54.0,Male,26445.0,2.0,PhD,20.35420608685372,Rural,Comprehensive,1131,2.0,711.0,9.0,Good,Yes,Rarely,Condo,39.0
55.0,Male,35706.0,3.0,Master's,40.7377401859211,Urban,Premium,1471,0.0,658.0,7.0,Average,Yes,Rarely,Apartment,675.0
54.0,Male,1688.0,4.0,Master's,46.18903533654148,Suburban,Premium,354,3.0,665.0,4.0,Good,No,Weekly,House,2315.0
59.0,Female,3721.0,1.0,High School,15.816389246759188,Rural,Premium,1660,2.0,735.0,9.0,Good,No,Rarely,Condo,520.0
45.0,Male,9091.0,1.0,Bachelor's,26.4235373512464,Urban,Premium,1120,0.0,704.0,1.0,Poor,No,Weekly,Apartment,551.0
58.0,Male,48878.0,2.0,Master's,51.94601969916444,Rural,Basic,1025,0.0,548.0,2.0,Good,Yes,Rarely,House,1452.0
51.0,Male,391.0,,Master's,6.461645631339515,Urban,Comprehensive,331,1.0,835.0,7.0,Good,Yes,Daily,Apartment,24.0
32.0,Female,43837.0,2.0,Bachelor's,21.06690118306045,Urban,Premium,599,0.0,605.0,5.0,Average,Yes,Rarely,House,117.0
31.0,Female,1445.0,2.0,PhD,29.81823127980688,Rural,Comprehensive,1395,3.0,797.0,9.0,Average,Yes,Daily,House,89.0
32.0,Female,23708.0,3.0,PhD,7.239577131538457,Urban,Basic,954,1.0,729.0,3.0,Average,Yes,Monthly,Condo,1034.0
34.0,Male,87552.0,,PhD,25.35384884706237,Urban,Comprehensive,1099,1.0,366.0,5.0,Poor,No,Weekly,Apartment,1205.0
53.0,Female,25412.0,1.0,Bachelor's,23.402814054401368,Rural,Comprehensive,1324,0.0,,1.0,Good,No,Weekly,Apartment,251.0
57.0,Female,35794.0,,High School,23.172659622257523,Rural,Basic,724,0.0,,9.0,Average,Yes,Daily,Condo,50.0
50.0,Male,5599.0,0.0,High School,20.098553821776385,Urban,Comprehensive,694,3.0,429.0,4.0,Good,Yes,Weekly,Apartment,509.0
22.0,Male,10114.0,1.0,Bachelor's,47.22207242367919,Suburban,Premium,1499,0.0,651.0,5.0,Good,No,Weekly,Condo,695.0
59.0,Male,19582.0,3.0,Master's,28.97736929702561,Suburban,Premium,915,0.0,806.0,7.0,Good,No,Rarely,House,573.0
59.0,Male,10892.0,3.0,Master's,11.806492365899864,Rural,Basic,1400,0.0,,7.0,Poor,Yes,Rarely,House,744.0
51.0,Male,45973.0,2.0,PhD,14.587720502226633,Rural,Comprehensive,1421,0.0,619.0,9.0,Average,Yes,Weekly,Apartment,1583.0
57.0,Male,48991.0,0.0,Master's,11.96601355614188,Suburban,Comprehensive,1856,2.0,558.0,9.0,Poor,Yes,Monthly,Condo,3054.0
32.0,Female,101514.0,4.0,High School,48.04980728577647,Urban,Basic,1062,0.0,343.0,7.0,Poor,No,Daily,House,2630.0
,Male,6801.0,3.0,Bachelor's,7.739462992191668,Suburban,Basic,869,0.0,690.0,9.0,Good,No,Rarely,House,1175.0
41.0,Female,36558.0,3.0,Master's,24.883835160103327,Suburban,Premium,1146,0.0,705.0,7.0,Good,No,Weekly,Condo,3276.0
61.0,Female,132068.0,3.0,High School,41.93598762584998,Rural,Premium,409,0.0,,9.0,,Yes,Weekly,House,2047.0
44.0,Male,103782.0,3.0,High School,3.829173693996669,Suburban,Basic,622,0.0,354.0,9.0,Average,Yes,Weekly,Condo,728.0
27.0,Female,2088.0,1.0,Bachelor's,19.7907493274208,Urban,Comprehensive,1358,1.0,336.0,2.0,Average,No,Weekly,Apartment,852.0
57.0,Female,14341.0,2.0,High School,19.97165955616686,Urban,Basic,464,2.0,625.0,2.0,Average,No,Daily,Condo,735.0
60.0,Male,8198.0,,High School,27.157863695236408,Rural,Basic,622,0.0,534.0,8.0,Average,Yes,Weekly,Apartment,1961.0
47.0,Female,9007.0,,Bachelor's,26.878602192001328,Rural,Comprehensive,1846,0.0,384.0,4.0,Average,No,Daily,Condo,805.0
61.0,Female,117869.0,4.0,PhD,17.889099573873604,Suburban,Comprehensive,1497,0.0,578.0,8.0,Poor,No,Daily,Condo,110.0
46.0,Male,15255.0,4.0,Bachelor's,19.59384798329548,Rural,Premium,596,0.0,462.0,6.0,Average,Yes,Monthly,Condo,33.0
55.0,Male,16275.0,4.0,Master's,16.55452630880537,Urban,Premium,799,0.0,694.0,8.0,,No,Daily,Condo,35.0
26.0,Female,10068.0,4.0,PhD,24.41163834425821,Suburban,Basic,1294,0.0,622.0,5.0,Average,No,Daily,House,964.0
48.0,Female,3729.0,0.0,Bachelor's,51.81323756536794,Rural,Basic,1590,0.0,597.0,4.0,Good,No,Weekly,House,2889.0
36.0,Male,40585.0,2.0,Master's,11.365936685823188,Urban,Comprehensive,1904,1.0,849.0,1.0,Average,Yes,Rarely,Apartment,3111.0
63.0,Male,12056.0,0.0,Master's,29.29247829862931,Rural,Premium,1732,1.0,835.0,9.0,Good,No,Rarely,Condo,26.0
63.0,Female,115.0,1.0,Master's,42.81333241799774,Rural,Basic,1056,0.0,,1.0,Good,Yes,Rarely,Condo,778.0
24.0,Female,63954.0,,High School,9.294028287937024,Rural,Premium,1932,0.0,335.0,7.0,Average,Yes,Weekly,House,725.0
29.0,Female,535.0,3.0,PhD,29.86693230915746,Urban,Premium,1584,0.0,497.0,4.0,Good,Yes,Weekly,House,29.0
44.0,Male,37700.0,4.0,Master's,27.811104819822663,Urban,Basic,226,0.0,544.0,4.0,Poor,Yes,Daily,Condo,1231.0
35.0,Female,70722.0,2.0,High School,35.61938154038702,Suburban,Premium,1420,0.0,457.0,6.0,,No,Weekly,Condo,662.0
22.0,Male,98643.0,0.0,Bachelor's,31.58861866808756,Suburban,Premium,1446,0.0,502.0,6.0,Poor,No,Weekly,Apartment,306.0
26.0,Female,43478.0,4.0,High School,27.97325694976472,Urban,Basic,980,0.0,821.0,3.0,Poor,Yes,Rarely,Apartment,1405.0
43.0,Female,15761.0,1.0,Master's,21.74612679649865,Suburban,Basic,227,0.0,,5.0,Poor,Yes,Weekly,House,473.0
54.0,Male,38729.0,2.0,PhD,36.310738386448136,Rural,Premium,630,0.0,355.0,4.0,Good,Yes,Daily,Apartment,860.0
31.0,Female,44365.0,4.0,Master's,15.055060792573146,Rural,Premium,1632,0.0,522.0,8.0,Average,No,Rarely,Condo,561.0
64.0,Female,1540.0,3.0,Bachelor's,,Urban,Comprehensive,1341,1.0,519.0,7.0,Average,No,Weekly,Condo,795.0
51.0,Female,,4.0,PhD,8.289749230848713,Urban,Comprehensive,608,2.0,781.0,6.0,Poor,No,Weekly,House,191.0
28.0,Female,49055.0,0.0,High School,9.945762153365354,Urban,Comprehensive,1887,3.0,474.0,4.0,Poor,No,Daily,Condo,1868.0
29.0,Female,23644.0,4.0,PhD,50.29758234648194,Rural,Premium,803,0.0,774.0,8.0,Poor,Yes,Monthly,Condo,791.0
31.0,Male,15963.0,3.0,High School,10.24118301493958,Suburban,Basic,952,1.0,,2.0,Average,Yes,Weekly,Apartment,1229.0
52.0,Female,105908.0,4.0,Bachelor's,13.267786302909856,Urban,Premium,1019,1.0,541.0,2.0,Average,No,Rarely,Apartment,84.0
19.0,Male,45410.0,2.0,High School,24.69444465981193,Urban,Premium,790,0.0,,4.0,Poor,No,Rarely,Apartment,1229.0
49.0,Female,20991.0,0.0,Master's,52.624713135626735,Rural,Comprehensive,1362,0.0,674.0,9.0,Good,Yes,Monthly,Condo,1719.0
24.0,Female,2819.0,0.0,High School,27.05295426523822,Rural,Premium,1869,0.0,693.0,3.0,Poor,Yes,Daily,Apartment,134.0
42.0,Male,78182.0,1.0,Master's,16.761781285696916,Suburban,Premium,1117,0.0,805.0,2.0,Average,No,Daily,Apartment,215.0
22.0,Male,1044.0,4.0,PhD,39.90715730972364,Rural,Premium,1154,1.0,839.0,1.0,Average,No,Weekly,Apartment,2921.0
49.0,Female,24706.0,,Master's,50.13229675271577,Rural,Basic,1826,2.0,,3.0,Poor,Yes,Weekly,Condo,597.0
35.0,Male,18194.0,1.0,Bachelor's,27.953623458934747,Urban,Premium,783,0.0,716.0,2.0,Average,No,Rarely,House,34.0
61.0,Female,20539.0,3.0,PhD,14.86589803810911,Rural,Premium,1490,1.0,,1.0,Poor,Yes,Monthly,Apartment,668.0
24.0,Female,135104.0,3.0,High School,17.37492723459845,Urban,Premium,384,0.0,831.0,4.0,Average,Yes,Rarely,Apartment,123.0
62.0,Male,899.0,2.0,PhD,20.76467339555841,Urban,Comprehensive,800,0.0,818.0,2.0,Poor,No,Rarely,Apartment,38.0
29.0,Male,51910.0,0.0,PhD,51.8168913796593,Rural,Comprehensive,752,0.0,689.0,6.0,Good,No,Monthly,Apartment,1092.0
36.0,Female,801.0,0.0,High School,11.814978870883468,Rural,Basic,906,0.0,676.0,8.0,Poor,Yes,Daily,Condo,2856.0
61.0,Male,26776.0,4.0,Bachelor's,25.85823227820703,Urban,Basic,1466,0.0,772.0,4.0,Average,Yes,Monthly,House,489.0
55.0,Male,32867.0,3.0,Bachelor's,38.56357720771123,Suburban,Premium,793,0.0,769.0,1.0,Poor,Yes,Daily,House,1383.0
34.0,Female,,2.0,Bachelor's,9.868773180715722,Suburban,Comprehensive,416,1.0,735.0,6.0,Good,No,Weekly,Apartment,173.0
